userName,content,score,sentimen
Andrew X,"bila kondisi mendesak,top up kai pay tidak bisa langsung masuk tp harus menunggu 15 menit dan itupun harus berbayar Rp.2500",2,negatif
Nayla Marsha,"sumpah cape bgt beli lokal ditunggu jam 12 mlm eror, giliran subuh udh habis. tolong upgrade dong biar ga riweh!",2,negatif
Alda Nabila,"Tolong sistemnya dibenahi lagi saat mau booking tiket, kenapa setiap pembayaran selalu tidak bisa/timeout?. padahal sinyal wifi maupun kuota sangat lancar!",2,negatif
Muchαmαd_Yαhyα_ Alfαrizy,"Haduuu ampun dah w, Bug ni aplikasi MasyaAllah.. smpe direla2in begadang war tiket ujung2nya ttp ga kebeli tiket pulang kmpung, kejadian berkali2 pula. Hmm PLEASE LAH KAI🤌🏼",2,negatif
Sky,"sebenarnya aplikasi ini memudahkan pembelian tiket. tapi kenapa tiap mau beli selalu timeout? lalu tiba tiba udh tanpa kursi, pdahal sama2 beli tengah malem. pernah udh beli udh dibayar, saldo mbanking udh kepotong tp di KAI ngga mncul tiketnya sampai waktu pembayaran habis alhasil tiketnya hangus. mau beli lagi malah timeout terus. Mohon diperbaiki yaa🙏🏻",2,negatif
Yulita Kristina,susahhhhhh gampang error,2,negatif
Reza Dwi Oktafianti,"sekarang pesan tiket kereta makin susah, error terus. ketika udah bisa malah udah habis tiketnya. tolong dong diperbaiki lagi!!",2,negatif
Zefanya Gilda Paulina,"ini kenapa setelah update malah susah sekali untuk booking ticket dengan layarnya tertulis ""timeout"" padahal sinyal saya bagus sudah bolak balik wifi + kuota tolong diperbaiki",2,negatif
Christian Diego Lazaro,bagus,2,positif
Fellasifa Mehdia Fitri Ramadhani,tiket saya tiba-tiba hilang,2,negatif
Devita Mey,"tolong dong jangan tiba2 setelah pilih kursi nggak bisa dibayar time out terus, lalu nggak dapat tiket padahal cepet banget lho pilih kursi nya",2,negatif
laila pujiati,"lemot..udah bayar pake ovo , ovo nya kepotong tiket ga ada...",2,negatif
Unstead Me,gagal bikin tiket 3x va eror,2,negatif
Asep Hardiansyah,sudah beli tiket tapi gak muncul,2,negatif
Deni kurnia ilahi,pengisian top up lama banget,2,negatif
Ilham Bayu,petugas meninggalkan pos,2,negatif
annic areg kiranery,"pelayangan di stasiun Kesamben kab blitar benar2 tidak enak . sudah beli tiket tapi tidak boleh masuk apa lagi ini untuk anak kecil yg usia nya 5 THN blm ada KTP malah di persulit tidak boleh masuk harus sesuai KTP, padahal di stasiun besar sprti Sidoarjo boleh2 saja asal kan ada tiket nya, tolong untuk pihak kai wilayah Kesamben kab blitar di perbaiki lagi pelayanan nya, kasian anak nya yg harus sudah masuk sekolah ..",2,negatif
Muhammad Qori,mungkin memang bisa mengurangi antrian di loket. tapi aplikasinya selalu bikin ribet pas mau di pakai. tiap mau buka harus update apl menuhin memori saja. dan kadang eror ngg bisa pake beli tiket jadi harus instal ulang. pokoknya tiap mau naik kereta selaly dibikin pusing karna harus update terus apl nya,2,negatif
mada desita,aplikasi nggak jelas error mulu,2,negatif
Nazwa Meysa Syahla,"sbnrnya suka aplikasinya, tpi hri ini pelayanan kai nya aduh gatau deh, masa air ac jatoh ga di lap, akhirnya gua lap pake jaket gua, dan baju gua basah anjay",2,negatif
Olla Pujiati,"apl lemot. mau naik krl, top up kai pay lama gk masuk2, beli 16 rb masuknya 13.500. top up lg 10rb masuk 7.500, ternyata gk bisa beli 2 tiket untuk satu akun. akhirnya top up lg di akun berbeda, masuknya lama lagi. akhirnya ketinggalan kereta. kalo yg mw naik sm orng yg gk punya akun berarti harus beli kartu padahal dipakai naik cuma sekali.",2,negatif
mumu Najmudin,ribet banget menjngkelkan,2,negatif
hafifah alya g,"petugas tamatan SMA nya ajarin baca nik dulu, kurg bgus tuh seleksi penerimaan petugasnya",2,negatif
Toni Kurniawan,susah cari tiket kereta,2,negatif
AG SL,"semenjak tidak adanya nomor kursi, tiket online ini menurut saya tidak efektif, lebih baik tiket offline sepert dulu, lebih efektif, apa lagi saya pengguna kai setiap hari pp kerja, tiket hangus tidak bisa di rubah seharusnya bisa di rubah jika belum eboarding pass,,,,",2,negatif
Muhammad Arif,"biaya admin mahal untuk bank lain 6.500 dan beli 30 ribu yang masuk 28 ribu,,,, Why???",2,negatif
Sanju Pratama,"aplikasinya gak jelas masa mau ngebatalin tiket aja ribet amat orang pesan buat orang tua terus mau, dibatalkan ehhhh ribet amat inilah itulah. gak jelas, kecewa.",2,negatif
ade awan,sudah top up tapi saldo gk masuk masuk,2,negatif
andi gaming,kecewa nya karnaa naik comuter line...lama banget nunggu transit yang jalur lain lewat dulu....udah mah dikejar waktu dasar asem,2,negatif
ini itsna,"susah bgt mau refund uang ribet, padahal app yg lain gampang"" hilang 2x krn gak jd pulang",2,negatif
tubatux together_,kenapa saya gak bisa melakukan pembatalan tiket?,2,negatif
d.k Mlg,setelah update untuk kereta api LOKAL stasiun PAKISAJI malang kok tidak tersedia padahal sebelumnya bisa dan ada mohon informasi nya ????,2,negatif
randa chanel,"parah ,,di update bukan malah lebih bagus tapi makin kacau ,,saya pesen tiket 10 dan sudah melakukan pembayaran,,tapi tidak muncul e tiketnya ,,haduhhhh",2,negatif
Aa Fayi,"sistem bagusan kaya kemaren, soal kepemilikan nomor/kode bangku kereta, merak-rangkasbitung, percuma kita mesen jauh jauh hari, pas naik ga kebagian bangku. klo kita mesen online suka ada (tersedia 5 bangku tanpa kursi) malahan yg jauh jauh hari yg ga kebagian. payah lah",2,negatif
Naysa Anggraini,"Saya paham kalian maunya membuat nyaman pelanggan. tapi kalo kesalahan dikit seperti salah nama dan itu masih di lingkaran keluarga, udah gitu di kereta lokal, PARAH lu kita gk dibolehin masuk. bukan masalah duid nya, tapi masalah tenaga dan waktu gua habis gara-gara ngurus beginian. Pegawai lu juga, minimal WAJAH tuh yg profesional. Orang lagi panik lagi bingung puter otak malah judes semua. MINIMAL KASIH SOLUSI.",2,negatif
Dhanny kurniawan,"maaf semakin kesini kok semakin dipersulit ya, ga simple kaya sebelumnya. kalo mau cek tiket aja harus ada waktu antrian segala lagi. overall suka kai acces yang dulu, ga ribet.. sorry kai",2,negatif
Nintya Ayu,"parah sih peraturan kai, tiket di oper padahal masih 1 KK ajh gak boleh, di batalin 1 malah lagsung kehabisan, mana pas lebaran susah cari tiket.. jahat banget sumpah sih menurutku",2,negatif
Teing TeApal,Setiap update ada aja minusnya hadehh,2,negatif
fatimah sharing,"beli tiket tengah malam malah tidak bisa dipakai, padahal beli di tgl yang sama, tidak ada ketentuan yang menjelaskannya juga, bikin kecewa tanpa adanya refund, jenis metode pembayarannya pun tidak praktis terlalu berbelit-belit",2,negatif
bolang petualang,kadang suka eror² aplikasi mohon di perbaiki lagi biar tidak eror dan lemot saat pemesanan tiket.terimakasih🙏🙏🙏,2,negatif
sutrisno,kenapa malah banyak kendala y.,2,negatif
Fahrijan Bhanew,pengisian saldo lambat masuk nya,2,negatif
hanjo setyawan,"PAK KAI, KENAPA KA AIRLANGGA TIDAK BERHENTI DI ST KARAWANG,??TAMBAH PERBERHENTIAN LAH,,",2,negatif
Ade Lala,makin upgrade makin gak fleksibel susah banget dah ah .,2,negatif
Umi mai Sharoh,ya ampun pesan tiket lokal sudah bayar pakai kaspro saldo terpotong tp tiket g ada sampe 2 kali lhoo...mending balik uangnya lha ini tiket g dpt uang pun hilang😭😭😭😭.. jadi trauma pake kaspro,2,negatif
Ahmad Fauzan Baihaqi,"Kenapa sering antri masuk aplikasi, kalah sama aplikasi swasta",2,negatif
dicky aristyadi,"gak bisa upgrade ke member basic, wa cs lama bgt antri 1 jam lebih",2,negatif
Andrian Aditia Yulianto,"aplikasi masih kaya Beta, banyak error nya. banyak buzzer bot",2,negatif
Adam Januar,bad,2,negatif
Zumaqy Coletion,saya ksih bintang 2 dlu krna saya daftarin email selalu gagal padahal sudah benar',2,negatif
Aisyah Jameela,"aplikasi bagus, cm tolong dong kalo top up gausa pending"" atau ya tambahin kek cara bayar lain",2,negatif
amam subakti,bagus,2,positif
Ivan Firmansyah,"Aplikasi super lemot ni min padahal sinyal kenceng. Tunggu saldo masuk lama. proses beli tiket lama. saldo sudah kepotong, tiket ga muncul di menu tiket saya.",2,negatif
Tri Lusiati,Internet sangat lancar tp ttp gabs beli tiket karena loading lama. kena time out terus. padahal sdh begadang ttp ga dapat tiket karena kendala di aplikasi. tolong di pertimbangkan kembali maintainance nya jika di gunakan oleh banyak org ttp bs jalan gmn. banyak kendala yg diabaikan tp malah fitur dipertambah.,2,negatif
Tatya Aprilia,"jadwal baru muncul pada jam 00.00 tpi saat di pesan selalu gagal (time out) kalo ga gitu jadwal tidak tersedia,saya pesan tiket lebih awal karna biar ga kehabisan malah selalu dipersulit,tolong diperbaiki lagi",2,negatif
Sonny Sonny,aplikasi bukan nya mempermudah ini malah mempersulit,2,negatif
kamelia,"error mulu, selalu jadwal tidak ditemukan",2,negatif
Panji Widada,"Gmna la mau psen tiket tpi ga muncul ,giliran habis dulu baru muncul gimana sih babi lah",2,negatif
Nisrina Faridhatul Afifah,lemot.,2,negatif
isna mirza,"aplikasi broken, belum bisa mengatasi jadwal crowded pemesanan, mohon perbaikannya",2,negatif
Alasta Brown,"Padahal baru buka, dan war jam 12 malam, lewat 2 menit masa langsung habis semua tiketnya",2,negatif
Andan Wagu,"batalin tiket tetap kena cas , walaupun udh beli asuransi pembatalan 100% dana kembali, entahlah...ikhlasin aja udah",2,negatif
taufik wibisono,Tolong di perbaiki lagi aplikasinya kenapa setiap pemesanan tiket lama sampai muncul time berulang kali............,2,negatif
agus setyo,tahun ini mengecewakan.timeout terus sampai habis kuota.terus cara booking nya gimana????,2,negatif
Gaguk Arianto,aplikasi selalu susah cari jadwal selalu ngelek,2,negatif
Djun Edi,"aplikasinya sering ngelek gak bisa kebuka,pas bisa kebuka tiketnya habis",2,negatif
Elva Iqlima,"tiap mau pesen tiket error' terus, sedih jadi kehabisan tiket mulu padahal on time jam 12 war nya",2,negatif
Kazeki Ihsan,untuk pemesanan tiket ka lokal jam 00.00 - 02.00 selalu down aplikasinya sekalinya server udah bisa malah udah habis tiketnya jam sekian di awal mungkin bisa dapat tapi gagal terus di pembayaran status time out padahal cepat,2,negatif
muhammad dhenis kusuma adji,"Tolong server nya di upgrade ato gimana lah pas waktu rame kayak bulan ramadan yg mana banyak orang mudik, aku tunggu dari jam 12 malam sampai jam 1 ditolak terus sama server, padahal udah begadang akhirnya ga dapat tiket karena ditolak terus, apa gunanya nambah kereta kl akses tiketnya sulit jadinya ga kebagian",2,negatif
siti umaroh sarwan,"update terus tp semakin lemot kenapa ya? dulu jm 00.01 war tiket gampang banget. sekarang sampek jm 12.59 masih luemot g muncul jadwal kereta. tulisannya ""Ups! Jadwal Tidak Ditemukan"" di semua tanggal😪",2,negatif
Coky coky,aplikasi yang paling musingkeun di hape. tiap mau pake kudu update. kudu login yang kadang paswordnya udah lupa. merepotkan,2,negatif
ZEA Parts,Tolong dong di perbarui lagi untuk pembelian tiket KRL commuter line agar bisa membeli 3 tiket atau lebih,2,negatif
"abdul aziz sobur, S.Sy. aziz",proses lelet,2,negatif
rico hermansyah,"aplikasi BUMN kok yaa kalah sama aplikasi ekomers lemot kalau diakses orang 0,0001% rakyat indonesia",2,negatif
Dimas Brik,aplikasi masih sering trouble/eror sering ga kebagian tiket gara² eror,2,negatif
Irfan Mustamsikin,"apa semua aplikasi BUMN Lemot kya gini ??? di Update malah Tambah Lemooottt... perbaiki laah .. bikin Resah, dah didepan Pintu Boarding loading tiket lama bangeeett muncul nya",2,negatif
20.Muhammad Naufal,"server sering bermasalah, tolong perbaiki lagi",2,negatif
Ervi An,nih apl down mulu deh prasaan,2,negatif
Caksss,sering terjadi eror saat pembelian tiket,2,negatif
Muhammad Valentino Ristanto,"saat beli melakukan pembayaran lewat Livin mandiri knp gak bisa padahal kode pemesanan sesuai,akhir akhir ini bisa tapi setelah di-update gak bisa di Livin nya gak muncul malah suruh hubungi penyedia layanan",2,negatif
VindyAlvina NS,"tolong ya ini knapa saya udah bayar tiket nya pake qris tapi pas udah bayar, tiketnya ga muncul",2,negatif
Eka Bahma,"tambahkan metode pembayaran e-wallet yang lain jangan ovo doang, kaya gopay atau dana",2,negatif
Izka Wan,mau bayar pake qris gk kluar pilihannya alhasil trpaksa pake shopeepay pas dh topup shopee mlh stak dipenautannya gk bs bwt byr. setelah relog baru muncul pilihan qris. akhirny byr pake qris tp dh trlanjur topup shopeepay.. aplikasi bayak BUGnya!!!!,2,negatif
nilam wulan,"ini kenapa yaa waktu pemesanan tiket sampai waktu pembayaran cuma di kasih waktu 10detik aja,yakali bisa selesai dlm waktu 10detik,pliss jangan ngadi ngadi dek KAI",2,negatif
Ekha Poerwanti,"Saya kecewa, Tolong ditingkatkan lagi pelayanannya,padahal wifi lancar data sesuai tapi ketika jam 00:05 diakses selalu tertulis jadwal tidak ditemukan meskipun udah coba keluar masuk aplikasi berkali"". setengah jam kemudian jadwal muncul dgn tulisan tanpa kursi pada jam yg saya pilih,otomatis saya booking meski tanpa kursi , anehnya setelah tiket tanpa kursi saya berhasil dibooking setengah jam kemudian ketika saya cek pada jam keberangkatan yg saya pilih tadi tiba"" kursi masih tersedia.",2,negatif
Sandi Pratama,"saat beli tiket sering terjadi kesalahan tidak ada jadwal sampai""di tunggu lama""saat udah ada pas tinggal bayar malah time out habis kecewa",2,negatif
Arif Priambodo,"sudah online di KAI ACCESS dari jam 00.00 sampai jam 00.40 untuk pemesanan tiket LOKAL trouble terus ,,, tidak bisa masuk ke jadwal pemesanan tiket ,,, setelah pukul 00.45 baru bisa masuk ke layanan pemesanan tiket ... mau pesan tiket lha kok tiket sudah habis ((( tinggal tanpa tempat duduk saja ))) .. ternyata di sini banyak yang mengeluh masalah pemesanan yang tiba2 trouble ini .....",2,negatif
Akbar Maulana,sudah bayar via qris. pembayaran berhasil malah tiketnya ga muncul. aneh,2,negatif
muhammad syakhrial,tingkatkan,2,negatif
Gensri Handayani,tolong dong ini sistemnya gimana? saldoku ngendap 50++ di kaipay dan lupa pin udh tak otak atik buat reset pin ampe puluhan kaliii ga bisa2 jadi fungsinya reset pin itu apa klo ga bisa connect ke kaipay?,2,negatif
Kcong Mania,tolong di upgrade lagi servernya karena sudah 3 kali percobaan selalu gagal karena server penuh dan akhirnya tiketnya habis,2,negatif
Negi Merdian,"mohon maaf, saya daftar ngk bisa alasannya sudah terdaftar padahal baru instal.",2,negatif
titik lestari,sering error,2,negatif
Rozi,tolong dong perbaiki terus kualitas aplikasinya,2,negatif
akmaludin udin,aplikasi ini tidak dapat d gunakan setiap daftar selalu eror,2,negatif
Shinta Eka Deviana,Sesukamu ajha lah KAI bikin bete mau beli tiket ajha susah bener kayak ngrebutin ajhaa 🤮,2,negatif
Muchammad Hanafi,"setelah di update malah dipake buat pesen tiket tulisan nya tidak ada jadwal truss , sekali ada malah time out mulu",2,negatif
Saeful Ece,(jadwal yang anda pilih belom tersedia). ampuuuun .. ini kenapa kadang bisa kadang kg bisa ..error teruuuuuus .. mohon segera di perbaiki uda di upgred masih aja sering error .. heran,2,negatif
FITRIA ROSALINA,"sudah ke 2x nya saya pesan melalui pembayaran qris dan keterangan nya berhasil tapi tiket tidak muncul sama sekali di notifikasi pun juga tidak ada pemberitahuan sama sekali. waktu pengajuan di mintain kode pemesanan dll, secara di notif tidak muncul gimna lihatnya. sekelas bumn harusnya aplikasi nya di perbaharui lagi sistemnya. dan waktu mau pesan lagi jadwal tidak tersedia. jadwal tersedia mau pesan masuk booking ehh time out.",2,negatif
Irfan Yahya,"padahal barusan ada jadwal keberangkatan, terus tiba tiba jadwal keberangkatan tidak ditemukan gimana sih!",2,negatif
meyda afrar,"sangat buruk,setiap kali mau masuk atau pilih kursi selalu error padahal wifi lancar,dan pesan tepat pukul 00.00 seperti yang disarankan. Awal² pakai aplikasi ini mudah dan pilih kursi pun juga g ribet. please lah kalau membuat sistem itu yang jelas,jangan malah dipersulit seperti ini. Tolong terus perbaiki sistem dan mekanismenya dong.",2,negatif
inayah Inayah,"jelek, lelet",2,negatif
RaRa Namira,kenapa tidak bisa melengkapi data diri eror nih,2,negatif
BAYU PRATAMA,lelet banget,2,negatif
Umamudin,saya melengkapi data kenapa GK bisa ya?,2,negatif
Yusuf Gúlla,"Sistem aplikasi masih sering error, pdhl udh update, pas waktu isi data pnp (keseringn timeout) error ga bisa lanjut bayar. kasihan org yg bner2 pgn berpergian harus ribet dgn pemesanan tiket. KAI harusnya berbenah.",2,negatif
Rizki Pratama,woi KAI rate gua turunin jauh.. permainan aja lu masak sdh nunggu war tiket dr tengah malam gak diopen2 sampi subuh... jangan jadi calo di dalam perusahaan negara woiiii... yg sportif dong...,2,negatif
ahmad anggraono,pesen tiket sering eror,2,negatif
Ariputra Utama,apk tidak membantu lemottttt,2,negatif
Indah trisna,"Ya Allah sesulit itukah cari tiket lokal..dari jam 23.59 smpe jam 1.30 timeout terus...solusinya gimana ini,trlnjur isi saldo tp gak bisa pesen tiket mudik😭😭",2,negatif
Mirza Juna,"saya saat mau pesan tiket aku udah coba sekitar 55 menit tetapi masih gak bisa, aslinya udah bagus tapi masalahku kalian kenapa menyediakan aplikasi yang eror iya eror kuota masih aman tetap aja gak bisa, gimana nih.",2,negatif
Mega Silvia,tiket tersedia tp time out ku pkir eror kembali log in lagi mlah tidak tersedia bukan mlah mempercepat mlah jdi mles pesen 😭,2,negatif
Nikyta Sari,"aplikasi ngga, jelas di situ tertulis ""jadwal tidak di temukan"" tpi wktu buka ulang tiba"" tiket sudah habis semua pdahl jaringan internet disini baik"" aja, ayoo woyy aplikasi eror kaga jelass",2,negatif
Arip Budy,"kok saya tidak bisa melihat jadwal kereta (lokal). dan di situ tertera ""jadwal tidak di temukan"" padahal tadi sore ada dan aman² saja. namun sekarang kenapa tidak bisa. saya ingin segera membeli tiket nya sekarang namun ada kendala di bagian pemesanan tiker jalur rangkas-serang. mohon segera di perbaiki. karena waktunya sangat mepet sekali dengan jadwalsaya saat ini!!!!!",2,negatif
Lailatul Fauziah,"aplikasi yg belum siap luncur ke halayak dg ksabaran setipis tisu dulu katanya bisa pesen tiket H-7 udh dibela""in melek smpek jam 12 buat war tiket ehhh tulisannya malah ""ups! jadwal tdk tersedia"" trus kemana jadwal"" kretamu yg tiap hari jalan itu??? tolong lebih membantu custmr dong",2,negatif
Abbie Manyu,"apk penjualan tiket yang paling spektakuler, bayangkan hanya dalam hitungan 4 menit setelah di buka 384 tiket ludes terjual. pertanyaan juga untuk KAI, fungsi loket penjualan tiket di stasiun itu apa jika tidak ada jatah tiket on spot, semua terjual online. terimakasih",2,negatif
Akun Test,Top up KAI pay terlalu lama nunggu sampe 15 menit. Untung top up sebelum beli tiket. Kalo ga udah kehabisan tiket,2,negatif
ASENGA PURBA,pelayanan nya semakin buruk..buka aplikasi selalu muncul akses tutup aplikasi..mohon di maksimalkan untuk pelayanan aplikasi nya,2,negatif
Riyadi Riyadi,"Ga ada akhlak nya ni aplikasi.. harganya terlampau tinggi saat lebaran, mikirnya cuan terus.. fasilitas kereta tetep sama harga di naikkin terus...naikkinnya ga tanggung² lg...",2,negatif
